actividad,prestatario,vacantes,nombre_largo,nombre_del_programa,fecha_inicio,fecha_termino,objetivo,justificación,domicilio,representante,medios_de_contacto_con_el_representante,apoyos
"DEFINIR METRICAS, DAR MENTENIMIENTO EN SISTEMAS INSTITUCIONALES, ACTUALIZAR Y MODIFICAR BASES DE DAT",INDEP (240804000),5,INSTITUTO PARA DEVOLVER AL PUEBLO LO ROBADO,ADMINISTRACION LIQUIDACION Y ENAJENACION DE BIENES Y EMPRESAS (08026g1900),2022-03-01,2023-02-28,"COADYUVAR EN LAS FUNCIONES SUSTANTIVAS Y ADJETIVAS QUE SE DERIVAN DEL GIRO DE LA INSTITUCION, TALES COMO LA ADMINISTRACION, LIQUIDACION Y ENAJENACION DE BIENES Y EMPRESAS","COADYUVAR A LA FORMACION PROFESIONAL DE LOS PRESTADORES DE SERVICIO SOCIAL, PERMITIENDO QUE SE DESARROLLEN EN EL AMBIENTE LABORAL APOYANDO LAS FUNCIONES SUSTANTIVAS DE LAS AREAS EN LAS QUE SEAN ASIGNADOS","Calle: INSURGENTES SUR, Núm. exterior: 1931, Núm. interior: S/N, Colonia: GUADALUPE INN, Delegación o Municipio: ALVARO OBREGÓN",GRACIELA ARELLANO LÓPEZ,"e-mail: gsoto@indep.gob.mx, Tel: (55)17191600 ext. 5078, Fax: serviciosocial@indep.gob.mx","BECA ECONÓMICA, Monto del Apoyo $ , MATERIAL Y EQUIPO, PAPELERÍA,"
APOYAR EN LAS ACTIVIDAES DEL AREA DE TECNOLOGIAS DE LA INFORMACIÓN Y COMUNICACIONES A DISTANCIA.,CJEF (220001150),2,CONSEJERÍA JURÍDICA DEL EJECUTIVO FEDERAL,APOYO A LA CONSEJERIA JURIDICA DEL EJECUTIVO FEDERAL 2022 (05050h8868),2022-02-01,2023-01-31,"QUE LOS ALUMNOS DEL INSTITUTO POLITECNICO NACIONAL PONGAN EN PRACTICA SUS CONOCIMIENTOS, HABILIDADES Y APTITUDES EN EL DESARROLLO DE LAS ACTIVIDADES QUE SE LLEVAN A CABO AL INTERIOR DE LA CJEF.","ABRIR UN ESPACIO DE PRÁCTICA REAL AL CAMPO DE TRABAJO DE LA ADMINISTRACIÓN PÚBLICA FEDERAL, PARA PONER EN PRACTICA SUS CONOCIMIENTOS Y HABILIDADES DE LOS ALUMNOS DEL IPN, Y APRENDAR NUEVAS FORMAS DE APLICACIÓN DE LOS MISMOS.","Calle: PALACIO NACIONAL 4TO PISO, Núm. exterior: SN, Núm. interior: SN, Colonia: CENTRO, Delegación o Municipio: CUAHUTEMOC",VÍCTOR GABRIEL FERNÁNDEZ ORTÍZ,"e-mail: lmonroy@cjef.gob.mx, Tel: 5536884456, Fax:","ASESORÍA,"
"BRINDAR MANTENIMIENTO PREVENTIVO Y CORRECTIVO A EQUIPOS, DESARROLLAR PROCESOS DE MEJORA",IMSS (241502314),9,"INSTITUTO MEXICANO DEL SEGURO SOCIAL DE ESTADO DE MEXICO, ORIENTE",VINCULACIÓN DOCENCIA Y SERVICIO PARA LA MEJORA CONTINUA EN LOS PROCESOS DE ATENCIÓN IMSS (22185f0978),2022-05-01,2023-04-30,"COADYUVAR EN LA FORMACIÓN INTEGRAL DE LOS ESTUDIANTES REFORZANDO ACTITUDES Y VALORES SOLIDARIOS CON LA SOCIEDAD, BENEFICIANDO EN FORMA PRIORITARIA LOS SECTORES SOCIALES VULNERABLES, FORTALECIENDO LOS PLANTES Y PROGRAMAS DE TRABAJO DEL IMSS","APOYO A ÁREAS TEC. ADMVAS. EN EL DES. DE PROYECTOS PRIORITARIOS , A TRAVÉS DE PRESTADORES DE SERV. SOC. Y PRÁC.PROF. NIVEL MEDIO SUPERIOR Y SUPERIOR, DÁNDO OPORTUNIDAD A LOS ESTUDIANTES DE REALIZAR ACTIVIDADES ACORDES A SU PERFIL ACADÉMICO","Calle: CALLE 4, Núm. exterior: 25, Núm. interior: 2DO PISO, Colonia: FRACC. INDUSTRIAL ALCE BLANCO, Delegación o Municipio: NAUCALPAN DE JUÁREZ",MARIA DE LOURDES CHAVEZ HERRERA,"e-mail: alejandra.freyre@imss.gob.mx, Tel: (55)55769861, Fax:","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , CAPACITACIÓN, MATERIAL Y EQUIPO, PAPELERÍA,"
INVESTIGACIÓN DE LA INFORMACIÓN QUE SE GENERA EN LA AEM A DISTANCIA,AEM (210100100),1,AGENCIA ESPACIAL MEXICANA,DISEÑO DE BASES DE DATOS PARA EL CONTROL INTERNO DE INFORMACIÓN DE LA AEM A DISTANCIA (05014q8877),2022-02-01,2023-01-31,"Generar sistemas informáticos que permitan el resguardo de información con base en parámetros, perfiles y variables predeterminadas.","El presente programa tiene el objetivo de que los estudiantes colaboren en la Agencia Espacial Mexicana a través de investigaciones, desarrollo, publicaciones y creaciones que hagan en colaboración con la Coordinación responsable","Calle: AV. INSURGENTES SUR, Núm. exterior: 1685, Núm. interior: 2,3 Y 13, Colonia: GUADALUPE INN, Delegación o Municipio: ALVARO OBREGON",ELIZABETH ELIAS DE LOS SANTOS,"e-mail: elias.elizabeth@aem.gob.mx, Tel: 36911310 ext.85048, Fax: 36911310","BIBLIOGRAFÍA,"
"APOYO EN EL MANEJO DE PAQUETERÍA DE COMPUTO Y PROGRAMAS, EN SOPORTE TÉCNICO, MANTENIMIENTO DE RED.",FONDO DE CULTURA ECONOMICA (241303400),5,FONDO DE CULTURA ECONOMICA,"APOYO EN ÁREAS DE ADMINISTRACIÓN, FINANZAS, OPERACIÓN Y SISTEMAS (08048c2003)",2022-06-16,2023-06-15,"ADMINISTRAR RECURSOS HUMANOS, FINANCIEROS Y DE SISTEMAS QUE SE MANEJAN EN UNA INSTUTICIÓN RESOLVIENDO SITUACIONES REALES DE TRABAJO QUE LO PREPAREN PARA SU ACTIVIDAD PROFESIONAL, ASÍ MISMO CONTRIBUIR EN EL DESARROLLO PROFESIONAL.","SE HA CREADO ESTE PROGRAMA DE SERVICIO SOCIAL CON LA FINALIDAD DE APOYAR EN LAS DIFERENTES ÁREAS DEL FCE, CON ALUMNOS QUE APORTEN SUS IDEAS EN BENEFICIO DEL TRABAJO Y AL MISMO TIEMPO AMPLIÉ SUS CONOCIMIENTOS.","Calle: CARRETERA PICACHO- AJSCO, Núm. exterior: 227, Núm. interior: S/N, Colonia: BOSQUES DEL PEDREGAL, Delegación o Municipio: TLALPAN",ELIZABETH MARTÍNEZ VILLA,"e-mail: emartinezv@fondodeculturaeconomica.co, Tel: (55)52274672 ext. 6201 o 6015, Fax:","MATERIAL Y EQUIPO,"
APOYO CON CAPCITACION EN TALLERES DE OFICIOS Y ESPECIALIDADES,CE.CA.T.I. NO. 12 (241301256),100,CENTRO DE CAPACITACION PARA EL TRABAJO INDUSTRIAL NO. 12,CAPACITACION PARA EL TRABAJO (05596c9086),2022-07-16,2023-07-15,"Coadyuvar a la formación integral y capacitación profesional de los prestadores, así como la adquisición de una experiencia laboral. Aplicar los conocimientos adquiridos por el prestador durante su formación académica.","Al realizar su servicio en este centro de capacitacion, los alumnos podran adquirir y complementar sus conocimientos en diferentes areas, así como coadyuvar el acceso al empleo, al desarrollo económico, social y al mejoramiento de su calidad de vida.","Calle: AV. ATZACOALCO, Núm. exterior: 7700, Núm. interior: S/N, Colonia: COSTITUCION DE LA REPUBLICA, Delegación o Municipio: ALCALDÍA GUSTAVO A. MADERO",JUAN MAURICIO VELA SEGURA,"e-mail: cecati12.vinc@dgcft.sems.gob.mx, Tel: (55)57675267, Fax: (55)57670310","ASESORÍA, CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
INGENIERO EN SISTEMAS COMPUTACIONALES,INE (240101200),5,INSTITUTO NACIONAL ELECTORAL,APOYO AL SERVICIO SOCIAL (08008h0288),2022-06-16,2023-06-15,"CONOCER, IMPLEMENTAR Y APLICAR LAS NUEVAS TECNOLOGÍAS INFORMÁTICAS, APOYO ADMINISTRATIVO Y CONTABLE EN LAS ÁREAS DEL INSTITUTO FEDERAL ELECTORAL.","EL PROGRAMA PERMITE QUE LOS PRESTADORES DE SERVICIO SOCIAL, APOYEN EXCLUSIVAMENTE A LAS OFICINAS CENTRALES DE INSTITUTO.","Calle: PERIFERICO SUR, Núm. exterior: 4124, Núm. interior: S/N, Colonia: JARDINES DEL PEDREGAL, Delegación o Municipio: ALVARO OBREGON",KARLA MARINA NIETO BAZÁN,"e-mail: karla.nieto@ine.mx, Tel: 57282700 ext: 372601, Fax:","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , MATERIAL Y EQUIPO,"
"APOYO EN EL ALMACENAMIENTO, LOCALIZACION Y RECUPERACION DE DATOS, UTILIZANDO DIFERENTES LENGUAJES Y",PEMEX-CORPORATIVO (240500505),244,PETROLEOS MEXICANOS (CORPORATIVO),PROSER-CAPITAL HUMANO (18053j2238),2020-10-01,2040-09-30,"Contribuir en la formación académica y capacitación profesional de los estudiantes, desarrollando una conciencia de solidaridad y compromiso con la sociedad a la que pertenece.",Generar las oportunidades para que el prestador desarrolle una conciencia de solidaridad y compromiso con la sociedad a la que pertenece.,"Calle: BAHIA DE BALLENAS, Núm. exterior: NO.05, Núm. interior: PISO 08, Colonia: VERONICA ANZURES, Delegación o Municipio: MIGUEL HIDALGO",JESUS SANCHEZ REYES,"e-mail: servsocial@pemex.com, Tel: (55)19442500 Ext:37766, Fax:","CAPACITACIÓN, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO EN EL ANÁLISIS Y DESARROLLO DE PROYECTOS ADMINISTRATIVOS DEL SECTOR PÚBLICO.,AFAC (241209900),37,AGENCIA FEDERAL AVIACIÓN CIVIL,PROGRAMA DE GESTION ADMINISTRATIVA (05021q8733),2022-07-01,2023-06-30,"Contribuir en el desarrollo administrativo y financiero de los recursos humanos y materiales por medio del análisis, gestión, elaboración de manuales, documentos y programas institucionales.","La Agencia Federal de Aviación Civil participa en el proceso de crecimiento sostenido y sustentable, que contribuye al bienestar social, al desarrollo regional y a la generación de empleos, apoyando la confirmación de una sociedad mejor integrada y comunicada; logrando proporcionar servicios de calidad y siendo un pilar para el desarrollo económico y social del país.","Calle: BOULEVARD ADOLFO LÓPEZ MATEOS, Núm. exterior: 1990, Núm. interior: S/N, Colonia: LOS ALPES, Delegación o Municipio: ÁLVARO OBREGÓN",ARMANDO VEGA GÓMEZ,"e-mail: brenda.lopez@afac.gob.mx, Tel: 5557239300 ext. 18166, Fax:","ASESORÍA, CAPACITACIÓN,"
APOYO DE SERVICIO SOCIAL A LAS ACTIVIDADES DEL INVI CDMX A DISTANCIA,INVI-CDMX (241700400),25,INSTITUTO DE VIVIENDA DE LA CIUDAD DE MÉXICO,APOYO ADMINISTRATIVO A LAS ACTIVDADES DEL INVI CDMX (A DISTANCIA) (05095b8640),2022-01-16,2023-01-15,"Contribuir en la formación integral de los prestadores, así como en su formación académica y capacitación profesional de las diferentes carreras del IPN, a través de la vinculación de los conocimientos, habilidades y destrezas adquiridas en su proceso curricular. Fomentando en el prestador un sentido de solidaridad social.","Uso de herramientas tecnológicas y desarrollo de nuevas habilidades. Apoyar en las actividades en línea al personal del INVI CDMX, dar seguimiento a los correos de trámites.","Calle: CANELA, Núm. exterior: 660, Núm. interior: S/N, Colonia: GRANJAS MEXICO, Delegación o Municipio: IZTACALCO",RAFAEL ALEMÁN PÉREZ,"e-mail: servicio.social@invi.cdmx.gob.mx, Tel: (55)51410300 ext.5748, Fax:","ASESORÍA, CAPACITACIÓN, MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO EN LA PROGRAMACION DE SISTEMAS ADMINISTRATIVOS E INTEGRACION DE BASE DE DATOS,CNDH (240801500),2,COMISION NACIONAL DE LOS DERECHOS HUMANOS,FORMATIVO PARA LA APLICACION DE LOS DERECHOS HUMANOS (08012h8011),2022-06-16,2023-06-15,"Ofrecer a los estudiantes la oportunidad de involucrarse en la promoción, eduación, protección y divulgación de la cultura de los derechos humanos, complementando su formación profesional.","estimular la participación de los prestadores de servicio social, a fin de que tengan la oportunidad de aplicar y evaluar los conocimientos adquiridos a lo largo de su foramción.","Calle: BLVD. ADOLFO LÓPEZ MATEOS, Núm. exterior: 1922, Núm. interior: 3 PISO, Colonia: TLACOPAC, Delegación o Municipio: ÁLVARO OBREGÓN",NANCY BRENDA ZAYOLA OLVERA,"e-mail: svazquez@cndh.org.mx, Tel: (55)17192000 EXT. 8112, Fax:","BIBLIOGRAFÍA,"
APOYO AL MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE COMPUTO,INDAUTOR (241300053),10,INSTITUTO NACIONAL DEL DERECHO DE AUTOR,EXCELENCIA EN LA PRESTACIÓN DE SERVICIOS EN MATERIA DE DERECHOS DE AUTOR (05313k4817),2022-03-16,2023-03-15,"Ofrecer a los estudiantes una modalidad para vincularse con su ejercicio profesional, a partir del desarrollo de habilidades, actitudes y aptitudes propias de su disciplina de estudio, manteniendo siempre una actitud comprometida, de apoyo, respeto y responsabilidad que fomente el compromiso y el espíritu de servicio de los interesados e interesadas, participando de este modo en el desarrollo de este Instituto.","Contar con estudiantes comprometidos y con visión que contribuyan con su formación académica a alcanzar los objetivos Institucionales y que apoyen a las distintas áreas del Instituto, con el fin de proteger y fomentar el derecho y la cultura autoral en el país.","Calle: PUEBLA, Núm. exterior: 143, Núm. interior: S/N, Colonia: ROMA NORTE, Delegación o Municipio: CUAUNTÉMOC",DIANA LYDIA QUINTANA CASTILLO,"e-mail: victoria.mendoza@cultura.gob.mx, Tel: (55)36011000 ext: 69422, Fax:","CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
PROGR. DE SIST. Y BASES DE DATOS ENFOCADAS EN INVESTIGACIÓN Y DESARROLLO TEC. ( A DISTANCIA ),CNMN (100206300),13,CENTRO DE NANOCIENCIAS Y MICRO Y NANOTECNOLOGIA,PROGRAMA DE SERVICIO SOCIAL DEL CENTRO DE NANOCIENCIAS Y MICRO Y NANOTECNOLOGÍAS (A DISTANCIA) (05097a8315),2021-11-16,2022-11-15,"Emprender en los alumnos la innovación y el Desarrollo Tecnológico y Científico, dentro del campo de las Nanociencias y Micro y Nanotecnologías, mediante la prestación de servicios especializados, técnicos y de apoyo a la investigación.","A través del acercamiento a la Ciencia y Tecnología, queremos incentivar en los alumnos la práctica y aplicación de conocimientos, que permitan fortalecer su aprendizaje en el diseño y creación para bienes o servicios en el ramo de su orientación; fortaleciendo su trabajo a través de redes multidisciplinarias en conjunto con otras disciplinas aplicadas en el Centro. Esto con la finalidad de brindar beneficios sociales para las necesidades de los sectores público, privado e industrial.","Calle: AV. LUIS ENRIQUE ERRO, Núm. exterior: S/N, Núm. interior: S/N, Colonia: ZACATENCO, Delegación o Municipio: GUSTAVO A. MADERO",PAOLA CORONA MORALES,"e-mail: cnmn.ss@ipn.mx, Tel: 57296000 ext. 57522, Fax:","ASESORÍA, MATERIAL Y EQUIPO, OPCIÓN A TESIS,"
APOYO COLABORAR EN LA ADMINISTRACIÓN Y CONTROL DE RECURSOS FINANCIEROS A DISTANCIA,CONDUSEF (240803200),-63,COMISION NACIONAL PARA LA PROTECCION Y DEFENSA DE LOS USUARIOS DE SERVICIOS FINANCIEROS,ASESORÍA A LA POBLACIÓN GENERAL SOBRE SERVICIOS FINANCIEROS A DISTANCIA (05204l8487),2022-02-16,2023-02-15,"CONTRIBUIR CON LAS ACTIVIDADES QUE PERMITAN EMPODERAR A LOS USUARIOS DE SERVICIOS FINANCIEROS A TRAVÉS DE LA EDUCACIÓN E INCLUSIÓN FINANCIERA, ASÍ COMO POTENCIALIZAR LOS MECANISMOS DE PROTECCIÓN Y DEFENSA A LOS USUARIOS DE DICHOS SERVICIOS, A FIN DE CONTRIBUIR A GENERAR CONDICIONES DE BIENESTAR QUE PERMITAN EQUIDAD SUSTANTIVA.","LA POBLACIÓN EN GENERAL DEBE TENER CONOCIMIENTO E INFORMACIÓN QUE LA CONDUSEF, PONE A SU DISPOSICIÓN PARA UNA TOMA DE DECISIONES INFORMADAS SOBRE LOS BENEFICIOS, COSTOS Y RIESGOS DE LOS SERVICIOS FINANCIEROS OFERTADOS EN NUESTRO PAÍS. POR TAL MOTIVO, SE CONSIDERA QUE EL SERVICIO SOCIAL COMO UNA POSIBILIDAD DE ADQUIRIR EXPERIENCIA Y PREPARACIÓN PARA EL ÁMBITO LABORAL, ASÍ COMO APLICAR CONOCIMIENTOS EN LA ENTIDAD, CIRCUNSTANCIA QUE PUEDE TENER IMPACTO SOCIAL Y DE DESARROLLO PERSONAL","Calle: INSURGENTES SUR, Núm. exterior: 762, Núm. interior: S/N, Colonia: DEL VALLE, Delegación o Municipio: BENITO JUAREZ",ARACELI GUADALUPE CONTRERAS VAZQUEZ,"e-mail: rguadian@condusef.gob.mx, Tel: 54487000 ext 7051, 6051, 6039 y 7049, Fax:","BECA ECONÓMICA, Monto del Apoyo $ , CAPACITACIÓN, MATERIAL Y EQUIPO,"
APOYO EN EL DISEÑO DE UN SISTEMA DE MONITOREO PARA SEGUIMIENTO DE PROYECTOS SOCIALES A DISTANCIA,INDESOL (241700033),1,INSTITUTO NACIONAL DE DESARROLLO SOCIAL,"FOMENTO AL DESARROLLO DE LOS ACTORES SOCIALES, LA PARTICIPACIÓN CIUDADANA Y LAS OSC A DISTANCIA (05039h8758)",2021-09-16,2022-09-15,"Fomentar la participación ciudadana y la organización social y comunitaria, a través de la capacitación, el intercambio de experiencias y la articulación a nivel regional y temático entre los diversos actores sociales a DISTANCIA","Promover y fomentar el desarrollo de los actores sociales, la participación ciudadana y la organización de la sociedad civil y su vinculación con las dependencias gubernamentales, a través del uso de medios tecnológicos a la DISTANCIA.","Calle: SEGUNDA CERRADA DE BELISARIO DOMÍNGUEZ, Núm. exterior: 40, Núm. interior: S/N, Colonia: DEL CARMEN, Delegación o Municipio: COYOACAN",JUAN FRANCISCO YAÑEZ RODRIGUEZ,"e-mail: juan.yanez@indesol.gob.mx, Tel: 55540390 ext: 68271, Fax:","ASESORÍA, CAPACITACIÓN, CURSOS, PAPELERÍA,"
APOYO EN LA ELABORACIÓN DE BASE DE DATOS A DISTANCIA,AYUNTAMIENTO DE FLORENCIA DE BENITO JUÁREZ (240134031),2,"AYUNTAMIENTO DE FLORENCIA DE BENITO JUÁREZ, ZACATECAS (TESORERÍA)",APOYO EN EL TALLER A DISTANCIA (05023X8618),2021-09-01,2022-08-31,El objetivo de este programa es crear una base de datos con la información recaudada por la secretaría de tesorería municipal para agilizar el acceso a la información.,"Actualmente el sistema de almacenamiento de información del municipio es obsoleto ya que nunca ha sido actualizado, por ende los trámites que solicitan los ciudadanos tienden a demorarse.","Calle: BENITO JUAREZ, Núm. exterior: 76, Núm. interior: S/N, Colonia: CENTRO, Delegación o Municipio: FLORENCIA DE BENITO JUÁREZ",ALEJANDRA ARELLANO COVARRUBIAS,"e-mail: alecova.slm@gmail.com, Tel: 4679527524, Fax:","ASESORÍA, CAPACITACIÓN,"
APOYO CON LAS ACTIVIDADES DE SOPORTE TÉCNICO A USUARIOS A DISTANCIA,ARTF (241232321),4,AGENCIA REGULADORA DEL TRANSPORTE FERROVIARIO,ARTF SERVICIO SOCIAL A DISTANCIA (05020q8736),2021-09-16,2022-09-15,"Desarrollar en el prestador de servicio social y prácticas profesionales, una conciencia de solidaridad y compromiso con la sociedad a la que pertenece, así como un interés por la mejora continua del medio que lo rodea. Convertir la prestación del servicio social en un verdadero acto de reciprocidad.","Dentro de los objetivos principales de la Agencia Reguladora del Transporte Ferroviario (ARTF), se encuentra realizar estudios e investigaciones en materia ferroviaria, así como coordinar las acciones de carácter técnico que se requieran para determinar las especificaciones relativas a la conservación, protección, mejora y uso de una vía general de comunicación ferroviaria. Contribuir de manera colectiva con la ARTF.","Calle: AV. UNIVERSIDAD, Núm. exterior: 1738, Núm. interior: EDIF. ""B"", P.B., Colonia: SANTA CATARINA, Delegación o Municipio: COYOACÁN",PAOLA JANNETT GARCIA VELAZQUEZ,"e-mail: ivonne.diaz@sct.gob.mx, Tel: 57239300 ext: 73407, Fax:","ASESORÍA, BIBLIOGRAFÍA, CAPACITACIÓN, CURSOS, MATERIAL Y EQUIPO,"
PROGRAMACION,COFECE (230001703),6,COMISIÓN FEDERAL DE COMPETENCIA ECONÓMICA,PROGRAMA DE SERVICIO SOCIAL EN APOYO A LA REGULACIÓN Y COMPETENCIA ECONÓMICA. (22208b5575),2022-06-16,2023-06-15,"1. Apoyar en el análisis, búsqueda y explotación de información que requiera la COFECE. 2. Apoyar en el análisis de datos e información que contribuyan a la mejora de la gestión. 3. Apoyo en el análisis social de numeralia general, sistemas de información y aplicación de criterios.","Fomentar en los estudiantes un espíritu de solidaridad y conciencia de responsabilidad en la sociedad, a través del análisis y estudios en materia económica, libre competencia y concurrencia a nivel nacional, así como prepararlos en actividades sustantivas como adjetivas en las diversas unidades administrativas que componen al organismo.","Calle: AV. REVOLUCIÓN, Núm. exterior: 725, Núm. interior: S/N, Colonia: SANTA MARIA NONOALCO, Delegación o Municipio: BENITO JUÁREZ",BERNADETTE LARA RAMIREZ,"e-mail: lmoreno@cofece.mx, Tel: 27896799, Fax:","BIBLIOGRAFÍA, CAPACITACIÓN, MATERIAL Y EQUIPO, PAPELERÍA,"
"APOYAR EN EL AREA DE SISTEMAS, REDES, BASES DE DATOS, INFRAESTRUCTURA, SEGURIDAD INFORMATICA",ASF (231000100),6,AUDITORIA SUPERIOR DE LA FEDERACION,APOYO EN LA FISCALIZACIÓN PARA LA REVISIÓN DE LA CUENTA PÚBLICA FEDERAL (15001h2166),2022-06-16,2023-06-15,"LLEVAR A CABO LA REVISIÓN DE LA CUENTA PÚBLICA FEDERAL, A EFECTO DE CONOCER LOS RESULTADOS DE LA GESTIÓN FINANCIERA Y CONSTATAR LA CONSECUCIÓN DE LOS OBJETIVOS Y METAS CONTENIDAS EN LOS PROGRAMAS DE GOBIERNO",MANTENER VIGENTE EL CONVENIO DE SERVICIO SOCIAL CELEBRADO ENTRE EL INSTITUTO POLITÉCNICO NACIONAL Y LA AUDITORIA SUPERIOR DE LA FEDERACIÓN,"Calle: CARRETERA PICACHO AJUSCO, Núm. exterior: 167, Núm. interior: S/N, Colonia: AMPLIACIÓN FUENTES DEL PEDREGAL, Delegación o Municipio: TLALPAN",MIGUEL ÁNGEL TADEO PÉREZ GROVAS RUIZ PALACIOS,"e-mail: mlozano@asf.gob.mx, Tel: 52001500 ext.10274, Fax:","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , MATERIAL Y EQUIPO, PAPELERÍA,"
APOYO ADMINISTRATIVO AL CONALEP NEZAHUALCOYOTL I,CONALEP ESTADO DE MEXICO (241591435),7,CONALEP NEZAHUALCOYOTL I,SERVICIO SOCIAL (05849c9037),2022-06-16,2023-06-15,"Ofrecer una opción a los alumnos y o egresados, para que cumplan con su servicio social para que en un marco de actividades extracurriculares, cubran el tiempo reglamentario no solo para liberar el trámite correspondiente, sino para desarrollar y afianzar las competencias adquiridas a lo largo de su carrera, incrementando sus experiencias disciplinarias.","El programa beneficiará a los alumnos y/o egresados para cumplir con el fundamento del capitulo VII de la Ley Reglamentaria del art. 5to. Constitucional, específicamente los art. 52 y 55 en donde establece que deberán prestar el servicio social en los términos de esta Ley para poder titularse. Así mismo, la institución CONALEP se beneficiará dado que el alumno y/o egresado impulsarán y realizarán acciones de apoyo administrativo también para beneficio de la sociedad.","Calle: FRACCIONAMIENTO PLAZAS DE ARAGON, Núm. exterior: 0, Núm. interior: 0, Colonia: FRACCIONAMIENTO PLAZAS DE ARAGON, Delegación o Municipio: NEZAHUALCOYOTL I",VERONICA ARELLANO JASSO,"e-mail: veronica.arellano_190@conalepmex.edu.mx, Tel: 50360000 EXT 53031, Fax:","ASESORÍA, CAPACITACIÓN,"
APOYO EN EL AREA DE CONTROL DE PROCESOS A DISTANCIA,CANACINTRA (301004000),5,CAMARA NACIONAL DE LA INDUSTRIA DE TRANSFORMACION,SERVICIO SOCIAL A DISTANCIA (05011l8839),2021-12-01,2022-11-30,Brindar oportunidades a los estudiantes de adquirir conocimientos y experiencia necesaria para su desarrollo profesional y personal en las áreas afines con su especialidad.,"Con este programa se busca el desarrollo de los futuros profesionales en el ramo laboral, para coadyuvar en el progreso de la industria y de la formación profesional y que ambas partes sean beneficiadas en el cumplimiento de los objetivos planteados.","Calle: AV. SAN ANTONIO, Núm. exterior: 256, Núm. interior: S/N, Colonia: AMPLIACION NAPOLES, Delegación o Municipio: BENITO JUAREZ",CLAUDIA CAROLINA BANDALA GUZMAN,"e-mail: factorhumano@canacintra.org.mx, Tel: 5482-3000 Ext. 3113, Fax:","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , CAPACITACIÓN, MATERIAL Y EQUIPO, OPCIÓN A TESIS, PAPELERÍA,"
0,UPIEM (100214408),0,UNIDAD PROFESIONAL INTERDISCIPLINARIA DE ENERGÍA Y MOVILIDAD,APOYO A LAS ACTIVIDADES ACADÉMICAS Y ADMINISTRATIVAS DE LA UPIEM A DISTANCIA (05811a8728),2021-09-01,2022-08-31,APOYAR A DISTANCIA A LAS DIFERENTES ACTIVIDADES ACADÉMICAS Y ADMINISTRATIVAS DE LA UPIEM A DESARROLLAR SOLUCIONES A DIFERENTES PROBLEMÁTICAS DE ACUERDO AL PERFIL DEL PRESTADOR DE SERVICIO SOCIAL,APROVECHAR LOS DIFERENTES PERFILES PROFESIONALES QUE SOLICITAN HACER EL SERVICIO SOCIAL EN ALGÚN AREA DE LA UPIEM APORTANDO SOLUCIONES A LAS TAREAS DE DICHAS AREAS,"Calle: AV. WILFRIDO MASSIEU, Núm. exterior: 308, Núm. interior: S/N, Colonia: NUEVA INDUSTRIAL VALLEJO, Delegación o Municipio: GUSTAVO A. MADERO",WENDOLYNE STEPHANY RAMIREZ OLVERA,"e-mail: wramirez@ipn.mx, Tel: , Fax:","ASESORÍA,"
"CREACION Y MODIFICACION DE CUALQUIER SITIO WEB, MANEJO OFIMATICO Y BASE DE DATOS",A. V. C.. (221500000),5,ALCALDIA DE VENUSTIANO CARRANZA,DESARROLLO DE PROGRAMAS SOCIALES (06015b3181),2022-03-01,2023-02-28,CONTRIBUIR AL DESARROLLO DE LAS ACTIVIDADES DE CARACTER SOCIAL QUE LA DELEGACION BRINDA A LA COMUNIDAD DE LA DEMARCACION,OTORGAR SERVICIOS A PERSONAS DE BAJOS RECURSOS ECONOMICOS DEL PERIMETRO DELEGACIONAL,"Calle: AV. FRANCISCO DEL PASO Y TRONCOSO, Núm. exterior: 219, Núm. interior: 219, Colonia: JARDIN BALBUENA, Delegación o Municipio: VENUSTIANO CARRANZA",OSWALDO ALEGRIA MUÑOZ,"e-mail: serviciosocial@vcarranza.cdmx.gob.mx, Tel: 55 57 64 94 00 Ext. 1170, Fax:","ASESORÍA, BECA ECONÓMICA, Monto del Apoyo $ , BIBLIOGRAFÍA, CURSOS, MATERIAL Y EQUIPO, PAPELERÍA,"
